player,date,game_number,pts,gmsc,ts_pct,rolling_10g_pts,rolling_10g_gmsc,cumulative_pts
Shai Gilgeous-Alexander,2024-12-23 00:00:00,29,41,36.0,0.697,31.2,25.02,879
Shai Gilgeous-Alexander,2024-12-26 00:00:00,30,45,43.9,0.838,32.5,26.630000000000003,924
Shai Gilgeous-Alexander,2024-12-28 00:00:00,31,22,15.2,0.624,32.1,25.59,946
Shai Gilgeous-Alexander,2024-12-29 00:00:00,32,35,36.4,0.809,32.6,26.839999999999996,981
Shai Gilgeous-Alexander,2024-12-31 00:00:00,33,40,32.4,0.742,33.5,28.18,1021
Shai Gilgeous-Alexander,2025-01-02 00:00:00,34,29,27.8,0.692,32.5,27.43,1050
Shai Gilgeous-Alexander,2025-01-03 00:00:00,35,33,25.4,0.567,32.6,26.95,1083
Shai Gilgeous-Alexander,2025-01-05 00:00:00,36,33,30.2,0.622,33.8,29.23,1116
Shai Gilgeous-Alexander,2025-01-08 00:00:00,37,31,19.4,0.539,33.4,28.25,1147
Shai Gilgeous-Alexander,2025-01-10 00:00:00,38,39,32.5,0.795,34.8,29.919999999999998,1186
Shai Gilgeous-Alexander,2025-01-12 00:00:00,39,27,19.8,0.551,33.4,28.3,1213
Shai Gilgeous-Alexander,2025-01-14 00:00:00,40,32,30.6,0.864,32.1,26.97,1245
Shai Gilgeous-Alexander,2025-01-16 00:00:00,41,40,34.7,0.709,33.9,28.919999999999998,1285
Shai Gilgeous-Alexander,2025-01-19 00:00:00,42,27,31.0,0.734,33.1,28.380000000000003,1312
Shai Gilgeous-Alexander,2025-01-22 00:00:00,43,54,43.2,0.629,34.5,29.46,1366
Shai Gilgeous-Alexander,2025-01-23 00:00:00,44,31,19.3,0.561,34.7,28.610000000000003,1397
Shai Gilgeous-Alexander,2025-01-26 00:00:00,45,35,25.5,0.604,34.9,28.619999999999997,1432
Shai Gilgeous-Alexander,2025-01-29 00:00:00,46,52,37.0,0.68,36.8,29.3,1484
Shai Gilgeous-Alexander,2025-02-01 00:00:00,47,29,24.1,0.594,36.6,29.77,1513
Shai Gilgeous-Alexander,2025-02-03 00:00:00,48,34,28.0,0.837,36.1,29.32,1547
Shai Gilgeous-Alexander,2025-02-05 00:00:00,49,50,43.7,0.729,38.4,31.71,1597
Shai Gilgeous-Alexander,2025-02-07 00:00:00,50,25,23.0,0.688,37.7,30.95,1622
Shai Gilgeous-Alexander,2025-02-08 00:00:00,51,32,20.8,0.484,36.9,29.560000000000002,1654
Shai Gilgeous-Alexander,2025-02-10 00:00:00,52,31,24.6,0.659,37.3,28.919999999999998,1685
Shai Gilgeous-Alexander,2025-02-12 00:00:00,53,32,27.4,0.616,35.1,27.339999999999996,1717
Shai Gilgeous-Alexander,2025-02-13 00:00:00,54,24,19.4,0.464,34.4,27.35,1741
Shai Gilgeous-Alexander,2025-02-21 00:00:00,55,21,18.5,0.563,33.0,26.65,1762
Shai Gilgeous-Alexander,2025-02-23 00:00:00,56,37,31.1,0.641,31.5,26.060000000000002,1799
Shai Gilgeous-Alexander,2025-02-24 00:00:00,57,39,31.2,0.71,32.5,26.77,1838
Shai Gilgeous-Alexander,2025-02-26 00:00:00,58,27,26.0,0.807,31.8,26.57,1865
Shai Gilgeous-Alexander,2025-02-28 00:00:00,59,31,25.1,0.626,29.9,24.71,1896
Shai Gilgeous-Alexander,2025-03-02 00:00:00,60,31,30.9,0.675,30.5,25.5,1927
Shai Gilgeous-Alexander,2025-03-03 00:00:00,61,51,43.7,0.741,32.4,27.79,1978
Shai Gilgeous-Alexander,2025-03-05 00:00:00,62,41,31.3,0.697,33.4,28.46,2019
Shai Gilgeous-Alexander,2025-03-09 00:00:00,63,40,30.2,0.563,34.2,28.74,2059
Shai Gilgeous-Alexander,2025-03-10 00:00:00,64,25,23.2,0.751,34.3,29.119999999999997,2084
Shai Gilgeous-Alexander,2025-03-12 00:00:00,65,34,25.6,0.684,35.6,29.830000000000002,2118
Shai Gilgeous-Alexander,2025-03-15 00:00:00,66,48,43.3,0.789,36.7,31.05,2166
Shai Gilgeous-Alexander,2025-03-16 00:00:00,67,31,21.6,0.487,35.9,30.089999999999996,2197
Shai Gilgeous-Alexander,2025-03-21 00:00:00,68,30,29.9,0.794,36.2,30.48,2227
Shai Gilgeous-Alexander,2025-03-23 00:00:00,69,26,16.6,0.384,35.7,29.630000000000003,2253
Shai Gilgeous-Alexander,2025-03-25 00:00:00,70,32,19.6,0.584,35.8,28.5,2285
Shai Gilgeous-Alexander,2025-03-27 00:00:00,71,37,32.8,0.639,34.4,27.410000000000004,2322
Shai Gilgeous-Alexander,2025-03-29 00:00:00,72,33,29.2,0.583,33.6,27.2,2355
Shai Gilgeous-Alexander,2025-03-31 00:00:00,73,27,28.6,0.79,32.3,27.04,2382
Shai Gilgeous-Alexander,2025-04-02 00:00:00,74,33,26.1,0.527,33.1,27.330000000000002,2415
Shai Gilgeous-Alexander,2025-04-04 00:00:00,75,22,16.6,0.481,31.9,26.43,2437
Shai Gilgeous-Alexander,2025-04-06 00:00:00,76,26,22.2,0.565,29.7,24.32,2463
Shai Gilgeous-Alexander,2025-04-08 00:00:00,77,42,32.7,0.681,30.8,25.43,2505
Shai Gilgeous-Alexander,2025-04-20 00:00:00,78,15,10.1,0.466,29.3,23.45,2520
Shai Gilgeous-Alexander,2025-04-22 00:00:00,79,27,17.0,0.439,29.4,23.490000000000002,2547
Shai Gilgeous-Alexander,2025-04-24 00:00:00,80,31,20.3,0.517,29.3,23.56,2578
Shai Gilgeous-Alexander,2025-04-26 00:00:00,81,38,32.6,0.639,29.4,23.54,2616
Shai Gilgeous-Alexander,2025-05-05 00:00:00,82,33,28.7,0.551,29.4,23.490000000000002,2649
Shai Gilgeous-Alexander,2025-05-07 00:00:00,83,34,33.7,0.953,30.1,24.0,2683
Shai Gilgeous-Alexander,2025-05-09 00:00:00,84,18,15.2,0.372,28.6,22.91,2701
Shai Gilgeous-Alexander,2025-05-11 00:00:00,85,25,18.3,0.515,28.9,23.080000000000002,2726
Shai Gilgeous-Alexander,2025-05-13 00:00:00,86,31,24.8,0.605,29.4,23.34,2757
Shai Gilgeous-Alexander,2025-05-15 00:00:00,87,32,25.5,0.768,28.4,22.62,2789
Shai Gilgeous-Alexander,2025-05-18 00:00:00,88,35,32.7,0.762,30.4,24.880000000000003,2824
Shai Gilgeous-Alexander,2025-05-20 00:00:00,89,31,23.7,0.467,30.8,25.55,2855
Shai Gilgeous-Alexander,2025-05-22 00:00:00,90,38,33.8,0.688,31.5,26.9,2893
Shai Gilgeous-Alexander,2025-05-24 00:00:00,91,14,7.2,0.474,29.1,24.36,2907
Shai Gilgeous-Alexander,2025-05-26 00:00:00,92,40,29.1,0.553,29.8,24.4,2947
Shai Gilgeous-Alexander,2025-05-28 00:00:00,93,34,29.4,0.635,29.8,23.97,2981
Shai Gilgeous-Alexander,2025-06-05 00:00:00,94,38,26.0,0.567,31.8,25.05,3019
Shai Gilgeous-Alexander,2025-06-08 00:00:00,95,34,31.9,0.647,32.7,26.410000000000004,3053
Shai Gilgeous-Alexander,2025-06-11 00:00:00,96,24,14.5,0.53,32.0,25.380000000000003,3077
Shai Gilgeous-Alexander,2025-06-13 00:00:00,97,35,24.0,0.616,32.3,25.23,3112
Shai Gilgeous-Alexander,2025-06-16 00:00:00,98,31,27.3,0.571,31.9,24.69,3143
Shai Gilgeous-Alexander,2025-06-19 00:00:00,99,21,6.7,0.567,30.9,22.990000000000002,3164
Shai Gilgeous-Alexander,2025-06-22 00:00:00,100,29,22.2,0.449,30.0,21.830000000000002,3193
Tyrese Maxey,2024-10-23 00:00:00,1,25,11.1,0.382,25.0,11.1,25
Tyrese Maxey,2024-10-25 00:00:00,2,24,10.9,0.424,24.5,11.0,49
Tyrese Maxey,2024-10-27 00:00:00,3,45,27.2,0.583,31.333333333333332,16.400000000000002,94
Tyrese Maxey,2024-10-30 00:00:00,4,32,24.5,0.57,31.5,18.425,126
Tyrese Maxey,2024-11-02 00:00:00,5,23,16.9,0.566,29.8,18.119999999999997,149
Tyrese Maxey,2024-11-04 00:00:00,6,32,23.8,0.686,30.166666666666668,19.066666666666666,181
Tyrese Maxey,2024-11-06 00:00:00,7,12,2.7,0.446,27.571428571428573,16.728571428571428,193
Tyrese Maxey,2024-11-20 00:00:00,8,8,2.0,0.288,25.125,14.8875,201
Tyrese Maxey,2024-11-22 00:00:00,9,26,26.8,0.745,25.22222222222222,16.211111111111112,227
Tyrese Maxey,2024-11-24 00:00:00,10,17,14.1,0.576,24.4,16.0,244
Tyrese Maxey,2024-11-27 00:00:00,11,39,27.8,0.539,25.8,17.669999999999998,283
Tyrese Maxey,2024-11-30 00:00:00,12,28,19.8,0.563,26.2,18.56,311
Tyrese Maxey,2024-12-03 00:00:00,13,21,18.5,0.504,23.8,17.69,332
Tyrese Maxey,2024-12-04 00:00:00,14,16,8.5,0.402,22.2,16.09,348
Tyrese Maxey,2024-12-06 00:00:00,15,16,8.1,0.398,21.5,15.209999999999999,364
Tyrese Maxey,2024-12-08 00:00:00,16,25,23.5,0.546,20.8,15.180000000000001,389
Tyrese Maxey,2024-12-13 00:00:00,17,22,10.3,0.608,21.8,15.940000000000001,411
Tyrese Maxey,2024-12-16 00:00:00,18,40,28.2,0.593,25.0,18.56,451
Tyrese Maxey,2024-12-20 00:00:00,19,23,18.3,0.609,24.7,17.71,474
Tyrese Maxey,2024-12-21 00:00:00,20,27,17.1,0.551,25.7,18.009999999999998,501
Tyrese Maxey,2024-12-23 00:00:00,21,32,28.7,0.588,25.0,18.1,533
Tyrese Maxey,2024-12-25 00:00:00,22,33,31.6,0.644,25.5,19.28,566
Tyrese Maxey,2024-12-28 00:00:00,23,32,22.8,0.584,26.6,19.71,598
Tyrese Maxey,2024-12-30 00:00:00,24,23,14.5,0.735,27.3,20.31,621
Tyrese Maxey,2025-01-01 00:00:00,25,27,20.9,0.545,28.4,21.59,648
Tyrese Maxey,2025-01-02 00:00:00,26,14,13.2,0.474,27.3,20.56,662
Tyrese Maxey,2025-01-04 00:00:00,27,18,12.7,0.597,26.9,20.8,680
Tyrese Maxey,2025-01-06 00:00:00,28,31,21.7,0.57,26.0,20.15,711
Tyrese Maxey,2025-01-08 00:00:00,29,29,19.0,0.489,26.6,20.22,740
Tyrese Maxey,2025-01-10 00:00:00,30,30,30.6,0.638,26.9,21.57,770
Tyrese Maxey,2025-01-12 00:00:00,31,29,18.2,0.587,26.6,20.52,799
Tyrese Maxey,2025-01-15 00:00:00,32,33,19.1,0.482,26.6,19.27,832
Tyrese Maxey,2025-01-18 00:00:00,33,28,17.1,0.546,26.2,18.7,860
Tyrese Maxey,2025-01-19 00:00:00,34,37,28.3,0.631,27.6,20.080000000000002,897
Tyrese Maxey,2025-01-21 00:00:00,35,28,24.9,0.627,27.7,20.48,925
Tyrese Maxey,2025-01-24 00:00:00,36,29,26.8,0.688,29.2,21.84,954
Tyrese Maxey,2025-01-25 00:00:00,37,31,27.2,0.649,30.5,23.29,985
Tyrese Maxey,2025-01-28 00:00:00,38,43,32.5,0.718,31.7,24.369999999999997,1028
Tyrese Maxey,2025-01-29 00:00:00,39,30,21.7,0.573,31.8,24.64,1058
Tyrese Maxey,2025-01-31 00:00:00,40,42,32.1,0.711,33.0,24.79,1100
Tyrese Maxey,2025-02-02 00:00:00,41,34,24.4,0.658,33.5,25.41,1134
Tyrese Maxey,2025-02-04 00:00:00,42,33,30.5,0.682,33.5,26.55,1167
Tyrese Maxey,2025-02-05 00:00:00,43,31,22.4,0.506,33.8,27.080000000000002,1198
Tyrese Maxey,2025-02-07 00:00:00,44,27,19.6,0.596,32.8,26.21,1225
Tyrese Maxey,2025-02-09 00:00:00,45,39,31.3,0.802,33.9,26.85,1264
Tyrese Maxey,2025-02-11 00:00:00,46,5,-2.9,0.253,31.5,23.880000000000003,1269
Tyrese Maxey,2025-02-20 00:00:00,47,16,18.0,0.707,30.0,22.96,1285
Tyrese Maxey,2025-02-22 00:00:00,48,31,20.5,0.605,28.8,21.759999999999998,1316
Tyrese Maxey,2025-02-24 00:00:00,49,13,6.1,0.497,27.1,20.2,1329
Tyrese Maxey,2025-02-26 00:00:00,50,30,17.4,0.433,25.9,18.73,1359
Tyrese Maxey,2025-03-01 00:00:00,51,5,4.6,0.173,23.0,16.75,1364
Tyrese Maxey,2025-03-03 00:00:00,52,5,1.9,0.192,20.2,13.89,1369
